Survey ResponseID,Category,Period,Total_Spend
R_24CoylaWTDs52IQ,SCREEN_PROTECTOR,baseline,11.99
R_24HF9twScCsf5uy,SUGAR_CANDY,baseline,39.9
R_24INqi2ERG7Q8v3,CELLULAR_PHONE_CASE,baseline,8.99
R_24INqi2ERG7Q8v3,SHIRT,treatment,40.5
R_24INqi2ERG7Q8v3,TOILET_PAPER,treatment,19.99
R_24MD1eLqJhcFMCz,SHOES,baseline,27.7
R_24MKoSmvuiLEI76,CELLULAR_PHONE_CASE,baseline,9.46
R_24MKoSmvuiLEI76,ELECTRONIC_CABLE,treatment,6.99
R_24MKoSmvuiLEI76,SAUCE,baseline,7.99
R_24MKoSmvuiLEI76,SCREEN_PROTECTOR,baseline,7.85
R_24MKoSmvuiLEI76,SKIN_CLEANING_AGENT,baseline,43.98
R_24P0vykrD1RJG07,ELECTRONIC_CABLE,baseline,29.0
R_24PfvnRLl8MyeaF,ELECTRONIC_CABLE,baseline,16.94
R_24bE9NTxiBf6v2b,PET_FOOD,baseline,72.19
R_24bE9NTxiBf6v2b,PET_FOOD,treatment,51.24
R_24bE9NTxiBf6v2b,SHIRT,treatment,14.98
R_24bGur3im5IAPdZ,PET_FOOD,baseline,16.46
R_24bGur3im5IAPdZ,SCREEN_PROTECTOR,baseline,26.88
R_24bGur3im5IAPdZ,SUGAR_CANDY,baseline,19.7
R_24bGur3im5IAPdZ,TOILET_PAPER,treatment,22.25
R_24csoaO569P4Yzz,ADHESIVE_TAPES,baseline,4.47
R_24csoaO569P4Yzz,FRUIT,baseline,7.970000000000001
R_24csoaO569P4Yzz,PET_FOOD,baseline,70.97
R_24csoaO569P4Yzz,PET_FOOD,treatment,63.28
R_24csoaO569P4Yzz,SAUCE,baseline,3.18
R_24csoaO569P4Yzz,SHIRT,baseline,14.95
R_24csoaO569P4Yzz,SHOES,baseline,19.62
R_24csoaO569P4Yzz,SKIN_CLEANING_AGENT,baseline,14.120000000000001
R_24csoaO569P4Yzz,SKIN_CLEANING_AGENT,treatment,8.18
R_24dbGLxukEKohG6,PROTECTIVE_GLOVE,baseline,13.99
R_24dbGLxukEKohG6,SHIRT,baseline,64.2
R_24dbGLxukEKohG6,SKIN_CLEANING_AGENT,baseline,11.28
R_24f9hBh5NSWGX7k,PET_FOOD,baseline,32.99
R_24i0mUSZwuZUkFB,DISHWASHER_DETERGENT,baseline,14.1
R_24i0mUSZwuZUkFB,PET_FOOD,baseline,64.57
R_24i0mUSZwuZUkFB,PET_FOOD,treatment,29.79
R_24i0mUSZwuZUkFB,SKIN_CLEANING_AGENT,baseline,32.58
R_24k3UnBOhSTxgwO,SHIRT,baseline,12.99
R_24nLvo5DCDemQ4Q,CELLULAR_PHONE_CASE,treatment,13.99
R_24nLvo5DCDemQ4Q,COFFEE,treatment,10.98
R_24nLvo5DCDemQ4Q,ELECTRONIC_CABLE,baseline,24.97
R_24nLvo5DCDemQ4Q,ELECTRONIC_CABLE,treatment,29.95
R_24nLvo5DCDemQ4Q,PET_FOOD,treatment,11.68
R_24nLvo5DCDemQ4Q,PROTECTIVE_GLOVE,treatment,9.98
R_24nLvo5DCDemQ4Q,SAUCE,treatment,2.18
R_24nLvo5DCDemQ4Q,SHIRT,treatment,12.99
R_24nLvo5DCDemQ4Q,SKIN_CLEANING_AGENT,treatment,9.45
R_24nLvo5DCDemQ4Q,VITAMIN,treatment,13.99
R_24ovSGBcJmAm7rm,SKIN_CLEANING_AGENT,treatment,15.56
R_24q37XKZhX00HgC,CELLULAR_PHONE_CASE,baseline,29.939999999999998
R_24q37XKZhX00HgC,CELLULAR_PHONE_CASE,treatment,12.95
R_24q37XKZhX00HgC,SCREEN_PROTECTOR,baseline,6.99
R_24r8zX3cL47kTms,SHIRT,baseline,7.48
R_24r8zX3cL47kTms,SHIRT,treatment,7.96
R_24vf4xIuT0kGsZ3,ELECTRONIC_CABLE,baseline,15.99
R_24vf4xIuT0kGsZ3,VITAMIN,treatment,12.99
R_25Abb3LR9hZH8jU,CELLULAR_PHONE_CASE,baseline,16.99
R_25EHRGMe6DLAUM9,CELLULAR_PHONE_CASE,baseline,7.99
R_25EHRGMe6DLAUM9,SHIRT,baseline,60.14
R_25EHRGMe6DLAUM9,SHIRT,treatment,44.84
R_25HMSJi9OsBKgjX,FLAVORED_DRINK_CONCENTRATE,treatment,15.5
R_25HMSJi9OsBKgjX,PET_FOOD,treatment,46.32
R_25HMSJi9OsBKgjX,SKIN_CLEANING_AGENT,treatment,17.94
R_25KMnVsE9ynaHcA,PET_FOOD,treatment,5.04
R_25LBtpI3BFlKN2g,PET_FOOD,baseline,17.9
R_25LBtpI3BFlKN2g,VITAMIN,baseline,7.49
R_25NqDDo75C1LLvz,SCREEN_PROTECTOR,baseline,14.99
R_25QFY4BkXVDEnLF,COFFEE,baseline,19.4
R_25R5j9tYJt2A7SO,CELLULAR_PHONE_CASE,baseline,10.99
R_25R5j9tYJt2A7SO,COFFEE,baseline,27.65
R_25R5j9tYJt2A7SO,COFFEE,treatment,27.65
R_25R5j9tYJt2A7SO,ELECTRONIC_CABLE,baseline,8.49
R_25R5j9tYJt2A7SO,ELECTRONIC_CABLE,treatment,10.99
R_25R5j9tYJt2A7SO,SHOES,baseline,71.53
R_25RsmPLCHnSkLaN,SAUCE,treatment,2.19
R_25SbPPTyE45YzXP,ADHESIVE_TAPES,baseline,3.19
R_25SbPPTyE45YzXP,PET_FOOD,baseline,29.97
R_25SbPPTyE45YzXP,PLANTER,baseline,27.0
R_25SbPPTyE45YzXP,VITAMIN,baseline,46.39
R_25Wwg273Uw26jA1,ADHESIVE_TAPES,baseline,14.93
R_25Wwg273Uw26jA1,SHIRT,baseline,17.0
R_25Wwg273Uw26jA1,TOILET_PAPER,baseline,19.98
R_25YKRhjRfjRiZ8a,CELLULAR_PHONE_CASE,baseline,6.49
R_25YKRhjRfjRiZ8a,ELECTRONIC_CABLE,treatment,32.839999999999996
R_25YqaojEWt641sK,SKIN_CLEANING_AGENT,treatment,17.8
R_25ZPSeJQqBglbHD,ADHESIVE_TAPES,baseline,28.95
R_25ZREzNXsjQzRBK,PROTECTIVE_GLOVE,treatment,19.99
R_25ZREzNXsjQzRBK,SHOES,treatment,13.1
R_25sIdih8VbvepDL,ADHESIVE_TAPES,baseline,4.89
R_25sIdih8VbvepDL,SHIRT,baseline,21.0
R_25sIdih8VbvepDL,SKIN_CLEANING_AGENT,baseline,24.8
R_25thHabUddjXGzt,SKIN_CLEANING_AGENT,treatment,13.94
R_25thHabUddjXGzt,TOILET_PAPER,baseline,26.99
R_25ttAuAnnmTCHdB,CELLULAR_PHONE_CASE,baseline,26.99
R_25yKg0PVMOCRZXm,CELLULAR_PHONE_CASE,baseline,7.99
R_25z5LHPaAsxktx7,CELLULAR_PHONE_CASE,treatment,25.98
R_25z5LHPaAsxktx7,COFFEE,baseline,16.63
R_25z5LHPaAsxktx7,COFFEE,treatment,13.959999999999999
R_25z5LHPaAsxktx7,PET_FOOD,baseline,9.99
R_25z5LHPaAsxktx7,SCREEN_PROTECTOR,treatment,5.89
R_25z5LHPaAsxktx7,SHIRT,baseline,5.0
R_25z5LHPaAsxktx7,VITAMIN,treatment,6.76
R_262vJPpUeeFKuHT,FLAVORED_DRINK_CONCENTRATE,treatment,39.99
R_262vJPpUeeFKuHT,TOILET_PAPER,treatment,24.1
R_262vJPpUeeFKuHT,VITAMIN,baseline,12.99
R_26liBXCuUxT0tvv,ELECTRONIC_CABLE,baseline,6.84
R_26nB6rfoaXIEb6Z,ELECTRONIC_CABLE,baseline,10.96
R_26nB6rfoaXIEb6Z,PET_FOOD,baseline,11.89
R_26nV92uvsFuoqys,COFFEE,baseline,6.98
R_26nV92uvsFuoqys,COFFEE,treatment,6.98
R_26nV92uvsFuoqys,SUGAR_CANDY,treatment,14.99
R_26ndjFF4QlEU81o,SHOES,baseline,119.95
R_26ndjFF4QlEU81o,SKIN_CLEANING_AGENT,baseline,12.95
R_26njjH2ZOq7qmD9,ADHESIVE_TAPES,treatment,67.07
R_26o6WhUr0npdIOj,ELECTRONIC_CABLE,treatment,9.99
R_271MengshrPzDvK,CELLULAR_PHONE_CASE,treatment,11.99
R_273TMGuLM3jXisi,ELECTRONIC_CABLE,baseline,9.22
R_273TMGuLM3jXisi,FLAVORED_DRINK_CONCENTRATE,treatment,9.120000000000001
R_273TMGuLM3jXisi,FRUIT,treatment,3.74
R_273TMGuLM3jXisi,SAUCE,treatment,1.99
R_273TMGuLM3jXisi,TOILET_PAPER,baseline,72.42999999999999
R_273TMGuLM3jXisi,VITAMIN,baseline,12.88
R_273TMGuLM3jXisi,VITAMIN,treatment,18.95
R_277jw2dACBYPLk2,DISHWARE_PLATE,treatment,11.77
R_277jw2dACBYPLk2,DISHWASHER_DETERGENT,baseline,12.49
R_277jw2dACBYPLk2,DISHWASHER_DETERGENT,treatment,3.77
R_277jw2dACBYPLk2,PET_FOOD,baseline,53.19
R_277jw2dACBYPLk2,PET_FOOD,treatment,11.879999999999999
R_277jw2dACBYPLk2,SCREEN_PROTECTOR,treatment,8.5
R_277jw2dACBYPLk2,SHIRT,baseline,8.97
R_277jw2dACBYPLk2,SHOES,baseline,13.95
R_277jw2dACBYPLk2,SUGAR_CANDY,baseline,8.99
R_278SNhphNm6lbrs,VITAMIN,baseline,39.94
R_279w6VtL6RMPoAy,VITAMIN,baseline,10.13
R_27DL80quzRiSEmq,SHIRT,treatment,140.49
R_27DL80quzRiSEmq,SHOES,treatment,65.4
R_27DL80quzRiSEmq,SKIN_CLEANING_AGENT,baseline,3.76
R_27DL80quzRiSEmq,SKIN_CLEANING_AGENT,treatment,56.5
R_27DL80quzRiSEmq,TOILET_PAPER,baseline,34.8
R_27DL80quzRiSEmq,TOILET_PAPER,treatment,63.98
R_27EkAmfedK6OHpp,ELECTRONIC_CABLE,baseline,23.0
R_27EkAmfedK6OHpp,PET_FOOD,baseline,48.1
R_27EkAmfedK6OHpp,PET_FOOD,treatment,55.85
R_27EkAmfedK6OHpp,SCREEN_PROTECTOR,baseline,10.99
R_27EkAmfedK6OHpp,SKIN_CLEANING_AGENT,baseline,14.98
R_27KiIdiOjALLpvp,ELECTRONIC_CABLE,baseline,6.44
R_27KiIdiOjALLpvp,PET_FOOD,treatment,28.020000000000003
R_27KiIdiOjALLpvp,SCREEN_PROTECTOR,baseline,8.99
R_27KiIdiOjALLpvp,SHIRT,baseline,19.99
R_27KiIdiOjALLpvp,SKIN_CLEANING_AGENT,baseline,10.5
R_27KiIdiOjALLpvp,TOILET_PAPER,baseline,29.41
R_27KiIdiOjALLpvp,VITAMIN,treatment,9.99
R_27NeinuChlzrANs,CELLULAR_PHONE_CASE,baseline,14.95
R_27NeinuChlzrANs,SCREEN_PROTECTOR,baseline,17.99
R_27Nf8ImFlWu3J9O,PLANTER,baseline,26.98
R_27THfLXi9UhJw15,PET_FOOD,baseline,119.48
R_27THfLXi9UhJw15,PET_FOOD,treatment,39.84
R_27g6uEEgxm7kwNu,ELECTRONIC_CABLE,baseline,12.99
R_27lBy3G8YEF0qXq,SHIRT,baseline,12.83
R_27lBy3G8YEF0qXq,SHOES,baseline,57.55
R_27llfKLBUotowNk,SHOES,baseline,42.97
R_27m4lDN7Y7TlgZw,SAUCE,baseline,6.39
R_27m4lDN7Y7TlgZw,SKIN_CLEANING_AGENT,baseline,29.99
R_27m4lDN7Y7TlgZw,SKIN_CLEANING_AGENT,treatment,29.99
R_27vCxdsPCb2NKoF,PET_FOOD,baseline,31.770000000000003
R_27vCxdsPCb2NKoF,PET_FOOD,treatment,56.410000000000004
R_27vVnfQ5TPzu3Ro,ELECTRONIC_CABLE,baseline,23.97
R_27wIB08amTLLAwh,SUGAR_CANDY,baseline,11.98
R_27ydwfqncX77Mnd,PLANTER,baseline,4.99
R_27ydwfqncX77Mnd,SKIN_CLEANING_AGENT,baseline,5.82
R_28A3bViTfrJjMFz,ELECTRONIC_CABLE,treatment,7.95
R_28A3bViTfrJjMFz,PET_FOOD,baseline,34.19
R_28A3bViTfrJjMFz,SAUCE,treatment,47.41
R_28A3bViTfrJjMFz,SHIRT,treatment,28.9
R_28A3bViTfrJjMFz,SKIN_CLEANING_AGENT,baseline,32.22
R_28BST1zc80UaP2C,CELLULAR_PHONE_CASE,baseline,8.99
R_28BST1zc80UaP2C,COFFEE,baseline,10.43
R_28BST1zc80UaP2C,SKIN_CLEANING_AGENT,baseline,15.6
R_28GxMZkrIGCzmKv,SAUCE,treatment,7.99
R_28MUrxegboyIHhY,CELLULAR_PHONE_CASE,baseline,7.99
R_28MUrxegboyIHhY,PET_FOOD,baseline,31.48
R_28MUrxegboyIHhY,PET_FOOD,treatment,58.71
R_28MUrxegboyIHhY,SHIRT,baseline,57.97
R_28NdvpiMbmD53BH,HERB,baseline,22.97
R_28TGzmtgBsR6wng,SHOES,baseline,70.0
R_294CXFq1Cuh1Jxw,CELLULAR_PHONE_CASE,baseline,14.39
R_294CXFq1Cuh1Jxw,ELECTRONIC_CABLE,baseline,6.99
R_294CXFq1Cuh1Jxw,PET_FOOD,baseline,35.08
R_294CXFq1Cuh1Jxw,PET_FOOD,treatment,13.79
R_294CXFq1Cuh1Jxw,SCREEN_PROTECTOR,baseline,6.89
R_294CXFq1Cuh1Jxw,SHIRT,baseline,15.99
R_294CXFq1Cuh1Jxw,SHOES,baseline,17.0
R_294CXFq1Cuh1Jxw,SKIN_CLEANING_AGENT,baseline,5.82
R_294j7DOOunkaWAs,ELECTRONIC_CABLE,treatment,10.99
R_297dOANqCntVXou,ADHESIVE_TAPES,baseline,3.19
R_297dOANqCntVXou,SAUCE,baseline,8.48
R_29aBXbsr6LBgSs6,CELLULAR_PHONE_CASE,baseline,7.99
R_29aBXbsr6LBgSs6,PET_FOOD,baseline,9.99
R_29aBXbsr6LBgSs6,PET_FOOD,treatment,19.99
R_29aBXbsr6LBgSs6,PROTECTIVE_GLOVE,baseline,8.98
R_29aBXbsr6LBgSs6,SHIRT,baseline,19.99
R_29aBXbsr6LBgSs6,TOILET_PAPER,baseline,29.41
R_29aBXbsr6LBgSs6,TOILET_PAPER,treatment,27.49
R_29aBXbsr6LBgSs6,VITAMIN,treatment,24.21
R_29cyBHR3PpqJiZf,COFFEE,baseline,15.99
R_29cyBHR3PpqJiZf,SAUCE,baseline,17.98
R_29gkDjbbzKphGiY,SHIRT,baseline,14.74
R_29gkDjbbzKphGiY,SHOES,baseline,49.95
R_29iGyG3WSmKo5Te,CELLULAR_PHONE_CASE,baseline,13.99
R_29iGyG3WSmKo5Te,SHIRT,treatment,22.99
R_29iXgeacv5R6Qm1,SHOES,baseline,24.99
R_29lVeJYqWavvBrf,ELECTRONIC_CABLE,treatment,19.94
R_29lVeJYqWavvBrf,VITAMIN,baseline,25.4
R_29mKAJoipAmfUj5,CELLULAR_PHONE_CASE,baseline,32.379999999999995
R_29mKAJoipAmfUj5,ELECTRONIC_CABLE,baseline,5.99
R_29ntYmnUVN4BYq5,ADHESIVE_TAPES,baseline,4.19
R_29ntYmnUVN4BYq5,SHOES,baseline,62.06
R_29oUfTgQ6sWbFG2,COFFEE,baseline,39.97
R_29oUfTgQ6sWbFG2,COFFEE,treatment,48.86
R_29oUfTgQ6sWbFG2,DISHWARE_PLATE,treatment,16.99
R_29oUfTgQ6sWbFG2,PROTECTIVE_GLOVE,treatment,35.0
R_29oUfTgQ6sWbFG2,SKIN_CLEANING_AGENT,baseline,20.43
R_29sSdZhPXE2rY6T,CELLULAR_PHONE_CASE,baseline,11.99
R_29sSdZhPXE2rY6T,ELECTRONIC_CABLE,baseline,7.99
R_29sSdZhPXE2rY6T,PET_FOOD,treatment,16.7
R_29tYnNf049lSPEe,COFFEE,baseline,25.0
R_29tZUWisKTCWczv,CELLULAR_PHONE_CASE,baseline,14.99
R_29tZUWisKTCWczv,SHIRT,baseline,18.9
R_29tZUWisKTCWczv,VITAMIN,treatment,14.95
R_29uBVByYo0xAXiZ,SCREEN_PROTECTOR,baseline,5.99
R_29uBVByYo0xAXiZ,SKIN_CLEANING_AGENT,baseline,8.18
R_2A0c83aff4ORZ8M,HERB,treatment,9.89
R_2AGpSTOzeeHqMYd,PET_FOOD,baseline,75.93
R_2AHiSANbVno9jis,DISHWARE_PLATE,baseline,38.5
R_2AKmlpuYamEE1sg,TOILET_PAPER,treatment,26.0
R_2ARuK9Yt1gaelL1,SUGAR_CANDY,treatment,11.8
R_2ASBFgthVbaGlF3,DISHWASHER_DETERGENT,treatment,19.99
R_2ASBFgthVbaGlF3,PET_FOOD,treatment,3.56
R_2ASBFgthVbaGlF3,PLANTER,baseline,12.99
R_2ASBFgthVbaGlF3,PROTECTIVE_GLOVE,treatment,27.5
R_2ASBFgthVbaGlF3,SKIN_CLEANING_AGENT,baseline,12.72
R_2ASz0xBmcxqYzUJ,SKIN_CLEANING_AGENT,baseline,25.98
R_2ASz0xBmcxqYzUJ,VITAMIN,treatment,6.5
R_2AWPIO2mAHQfarO,DISHWASHER_DETERGENT,baseline,9.99
R_2AWPIO2mAHQfarO,SKIN_CLEANING_AGENT,baseline,85.74000000000001
R_2AWPIO2mAHQfarO,SKIN_CLEANING_AGENT,treatment,27.19
R_2AWPIO2mAHQfarO,TOILET_PAPER,baseline,16.69
R_2AWkL1j4mAcAll8,CELLULAR_PHONE_CASE,baseline,8.39
R_2AWkL1j4mAcAll8,SCREEN_PROTECTOR,baseline,6.99
R_2AXcJk6rRN4M33l,ADHESIVE_TAPES,treatment,3.99
R_2AXcJk6rRN4M33l,FRUIT,baseline,6.15
R_2AXcJk6rRN4M33l,HERB,baseline,4.95
R_2AXcJk6rRN4M33l,PET_FOOD,treatment,16.09
R_2AXcJk6rRN4M33l,PLANTER,baseline,17.72
R_2AXcJk6rRN4M33l,PLANTER,treatment,11.94
R_2AXcJk6rRN4M33l,VITAMIN,baseline,32.94
R_2AXcJk6rRN4M33l,VITAMIN,treatment,19.95
R_2AZp2CmhF7MrutF,SCREEN_PROTECTOR,baseline,6.99
R_2AZp2CmhF7MrutF,SKIN_CLEANING_AGENT,treatment,21.88
R_2B38co9cwVRvVZA,CELLULAR_PHONE_CASE,baseline,6.79
R_2B4K5vrltR4MtxH,SUGAR_CANDY,baseline,4.38
R_2B57BR9z6oNT8FQ,ELECTRONIC_CABLE,baseline,15.98
R_2BbXrd596mMP6Fy,FLAVORED_DRINK_CONCENTRATE,baseline,3.29
R_2BbrM9dlmfJjriA,CELLULAR_PHONE_CASE,baseline,3.99
R_2BbrM9dlmfJjriA,CELLULAR_PHONE_CASE,treatment,24.98
R_2Bf9LCfyZyvdTjk,ELECTRONIC_CABLE,baseline,19.95
R_2Bf9LCfyZyvdTjk,ELECTRONIC_CABLE,treatment,6.79
R_2Bf9LCfyZyvdTjk,SKIN_CLEANING_AGENT,treatment,6.99
R_2BfmqVKFYNmifjt,SAUCE,baseline,11.28
R_2BfmqVKFYNmifjt,SKIN_CLEANING_AGENT,baseline,12.27
R_2BfmqVKFYNmifjt,SKIN_CLEANING_AGENT,treatment,5.97
R_2BfmqVKFYNmifjt,VITAMIN,baseline,6.54
R_2Bg2FwMbTIyoh0G,CELLULAR_PHONE_CASE,baseline,9.99
R_2Bg2FwMbTIyoh0G,DISHWARE_PLATE,treatment,15.99
R_2Bg2FwMbTIyoh0G,SHIRT,baseline,16.92
R_2Bg2FwMbTIyoh0G,SHOES,baseline,58.03
R_2Bljhn8FOxqwglz,CELLULAR_PHONE_CASE,baseline,14.99
R_2Bljhn8FOxqwglz,CELLULAR_PHONE_CASE,treatment,15.99
R_2Bljhn8FOxqwglz,SHOES,baseline,35.15
R_2BnFUPIU2DExYF3,SHIRT,baseline,32.94
R_2BriYyFstlrx4JH,PET_FOOD,baseline,20.89
R_2BriYyFstlrx4JH,PET_FOOD,treatment,20.61
R_2BsQo2hVc1VWdPq,ELECTRONIC_CABLE,baseline,6.99
R_2BstrkPd4gMc6Ih,PET_FOOD,baseline,10.11
R_2BtA3kIOBjhD26o,ELECTRONIC_CABLE,baseline,6.29
R_2BtA3kIOBjhD26o,FRUIT,baseline,0.87
R_2BtA3kIOBjhD26o,SHOES,baseline,72.15
R_2BxhxogZnX0zogL,ELECTRONIC_CABLE,treatment,4.99
R_2BxhxogZnX0zogL,SKIN_CLEANING_AGENT,baseline,11.99
R_2Bzo4VQAjZDIzXx,PET_FOOD,baseline,59.96
R_2Bzo4VQAjZDIzXx,PET_FOOD,treatment,35.97
R_2Bzo4VQAjZDIzXx,SCREEN_PROTECTOR,baseline,8.99
R_2CB235JQzMtpihu,ELECTRONIC_CABLE,baseline,7.98
R_2CB235JQzMtpihu,PET_FOOD,baseline,48.69
R_2CJ9tQVGVUnaesS,SHIRT,treatment,10.33
R_2CKdeuvfVrO8I49,ELECTRONIC_CABLE,treatment,8.99
R_2CKdeuvfVrO8I49,PLANTER,baseline,27.99
R_2CTZpyWT7zqd3ba,SAUCE,baseline,14.0
R_2CVxHRKIkQ8pd1C,VITAMIN,baseline,29.99
R_2Cjrj7tElQLDt65,CELLULAR_PHONE_CASE,baseline,11.99
R_2Cjrj7tElQLDt65,PET_FOOD,baseline,346.17
R_2Cjrj7tElQLDt65,PET_FOOD,treatment,321.33
R_2Cjrj7tElQLDt65,VITAMIN,baseline,26.98
R_2CkaALNgqjkhfZM,ELECTRONIC_CABLE,baseline,9.99
R_2ClZTreQFwcrcpb,TOILET_PAPER,treatment,5.48
R_2Cp5sjenoyePcm6,SAUCE,baseline,11.17
R_2CpozrevorP48sb,ELECTRONIC_CABLE,baseline,14.0
R_2CpozrevorP48sb,PET_FOOD,baseline,13.44
R_2CsrokFpormEkh1,SHOES,treatment,69.9
R_2D1zydYR5SZ0LpK,PET_FOOD,baseline,29.54
R_2D1zydYR5SZ0LpK,PET_FOOD,treatment,28.62
R_2D1zydYR5SZ0LpK,SHOES,baseline,61.46
R_2D2K5rKv8NODIDZ,SCREEN_PROTECTOR,baseline,7.99
R_2D2K5rKv8NODIDZ,VITAMIN,baseline,12.99
R_2D6v6VH3RC5ZGC4,ELECTRONIC_CABLE,baseline,7.99
R_2D8LYcpt7M7DgbA,SKIN_CLEANING_AGENT,baseline,3.2
R_2D8LYcpt7M7DgbA,SKIN_CLEANING_AGENT,treatment,3.87
R_2DMmbUvmU2O3lTZ,SHIRT,baseline,7.0
R_2DOWnSX3XtTVapF,PLANTER,baseline,17.95
R_2DOWnSX3XtTVapF,SAUCE,baseline,13.13
R_2DSIdH6iUv9yJ8V,ADHESIVE_TAPES,baseline,22.9
R_2DSIdH6iUv9yJ8V,CELLULAR_PHONE_CASE,baseline,18.99
R_2DSIdH6iUv9yJ8V,COFFEE,treatment,5.18
R_2DSIdH6iUv9yJ8V,ELECTRONIC_CABLE,baseline,9.99
R_2DSIdH6iUv9yJ8V,FRUIT,treatment,7.98
R_2DSIdH6iUv9yJ8V,HERB,baseline,10.33
R_2DSIdH6iUv9yJ8V,PLANTER,baseline,196.95999999999998
R_2DSIdH6iUv9yJ8V,SAUCE,treatment,6.91
R_2DSIdH6iUv9yJ8V,SKIN_CLEANING_AGENT,baseline,49.98
R_2DSIdH6iUv9yJ8V,SUGAR_CANDY,treatment,14.32
R_2DSmjafbkSAict9,CELLULAR_PHONE_CASE,baseline,14.99
R_2DSmjafbkSAict9,PROTECTIVE_GLOVE,treatment,36.92
R_2DUObZm4n9gj106,PROTECTIVE_GLOVE,baseline,9.76
R_2DXPyU9bPnWuZPM,SHIRT,baseline,8.07
R_2DYMaORoIHXuYlw,VITAMIN,baseline,21.95
R_2E0Q3pbtzJQqLg7,ELECTRONIC_CABLE,baseline,7.99
R_2E0Q3pbtzJQqLg7,PROTECTIVE_GLOVE,baseline,8.01
R_2E0Q3pbtzJQqLg7,PROTECTIVE_GLOVE,treatment,38.1
R_2E0Q3pbtzJQqLg7,SHOES,baseline,4.99
R_2E5XCpTY2B5ZQ1f,PET_FOOD,baseline,167.39
R_2E5XCpTY2B5ZQ1f,PET_FOOD,treatment,23.28
R_2E9JSBmmNNT5YMi,DISHWARE_PLATE,baseline,18.88
R_2E9JSBmmNNT5YMi,PET_FOOD,baseline,10.78
R_2E9JSBmmNNT5YMi,SCREEN_PROTECTOR,baseline,19.98
R_2E9JSBmmNNT5YMi,SHIRT,baseline,17.89
R_2EAVmWg0gRATOgM,ELECTRONIC_CABLE,baseline,7.64
R_2EAVmWg0gRATOgM,SAUCE,baseline,12.8
R_2EGmp1SfybQ9rzo,DISHWARE_PLATE,baseline,15.48
R_2EcrBnvSSbcqsl8,SKIN_CLEANING_AGENT,treatment,19.04
R_2EglJpTWGEiwQYa,ADHESIVE_TAPES,baseline,13.99
R_2EglJpTWGEiwQYa,COFFEE,baseline,67.59
R_2EglJpTWGEiwQYa,COFFEE,treatment,20.94
R_2EglJpTWGEiwQYa,ELECTRONIC_CABLE,treatment,8.49
R_2EglJpTWGEiwQYa,PET_FOOD,baseline,105.58
R_2EglJpTWGEiwQYa,PROTECTIVE_GLOVE,baseline,37.14
R_2EglJpTWGEiwQYa,SAUCE,baseline,6.99
R_2EglJpTWGEiwQYa,SAUCE,treatment,2.68
R_2EglJpTWGEiwQYa,SHIRT,treatment,15.99
R_2EglJpTWGEiwQYa,SHOES,baseline,424.82
R_2EglJpTWGEiwQYa,TOILET_PAPER,treatment,32.92
R_2EglJpTWGEiwQYa,VITAMIN,treatment,15.84
R_2EhkQGvcl4F3ugv,COFFEE,baseline,38.0
R_2EhkQGvcl4F3ugv,HERB,baseline,14.47
R_2EhkQGvcl4F3ugv,SAUCE,baseline,5.49
R_2EhnkgIeZYCK0jH,SHIRT,treatment,34.379999999999995
R_2EmedYCvGOapQws,CELLULAR_PHONE_CASE,baseline,14.99
R_2EmedYCvGOapQws,COFFEE,treatment,20.15
R_2En0sbvQ7s48ufv,SHIRT,baseline,22.99
R_2En0sbvQ7s48ufv,TOILET_PAPER,baseline,40.91
R_2En0sbvQ7s48ufv,VITAMIN,baseline,37.99
R_2Etc0qZ3B702xxn,CELLULAR_PHONE_CASE,treatment,9.99
R_2Etc0qZ3B702xxn,SCREEN_PROTECTOR,treatment,6.89
R_2EzwbYWmZw0kKvr,CELLULAR_PHONE_CASE,baseline,11.99
R_2OHLj8YzL2D0sfV,SUGAR_CANDY,baseline,8.49
R_2OHgbfVLtFIinBW,SCREEN_PROTECTOR,baseline,7.85
R_2ONDyHxQviDmrWg,PET_FOOD,baseline,14.38
R_2OOq3ysdOS3TtBd,CELLULAR_PHONE_CASE,treatment,15.98
R_2OOq3ysdOS3TtBd,COFFEE,baseline,8.64
R_2OOq3ysdOS3TtBd,FRUIT,baseline,0.44
R_2OOq3ysdOS3TtBd,PET_FOOD,baseline,40.36
R_2OOq3ysdOS3TtBd,PET_FOOD,treatment,44.99
R_2OOq3ysdOS3TtBd,SCREEN_PROTECTOR,treatment,16.98
R_2OOq3ysdOS3TtBd,SHIRT,baseline,24.99
R_2OOq3ysdOS3TtBd,SKIN_CLEANING_AGENT,baseline,14.9
R_2OOq3ysdOS3TtBd,SUGAR_CANDY,baseline,15.43
R_2OSBfO6qK8yJzir,PET_FOOD,baseline,150.46
R_2OYI87DbF4B4aUA,PET_FOOD,baseline,54.96
R_2OYI87DbF4B4aUA,SHIRT,baseline,99.03
R_2OYI87DbF4B4aUA,SHIRT,treatment,17.98
R_2P1ge2DGU400qax,TOILET_PAPER,treatment,19.99
R_2P50Iq3Uo8HiCwT,HERB,treatment,3.83
R_2P50Iq3Uo8HiCwT,PET_FOOD,baseline,25.59
R_2P50Iq3Uo8HiCwT,SKIN_CLEANING_AGENT,baseline,7.48
R_2P5PPfIQY9aoCMu,SCREEN_PROTECTOR,baseline,10.99
R_2P5PPfIQY9aoCMu,SHIRT,baseline,20.5
