source,category_path,depth,unified_level_1,unified_level_2,unified_level_3,unified_level_4,unified_level_5
amazon,automotive > automotive tool equipment > windshield wiper tool,3,part,tool,windshield,,
amazon,sport outdoors > sport fan shop > sport fan clothing accessory > sport fan tie,4,sporting,sport,fan,,
amazon,health household > wellness relaxation product > massage tool equipment > electric massager > electric back massager,5,beauty,wellness,,,
amazon,automotive > automotive tool equipment > muffler tool,3,part,tool,muffler,,
amazon,book > test preparation > citizenship test guide,3,book,test,,,
amazon,patio lawn garden > outdoor cooking > outdoor cooking replacement part > grilling side burner,4,home,outdoor | gardening | equipment | supply | accessory,cooking,grilling,
amazon,patio lawn garden > gardening lawn care > gardening pot planter accessory > plant container accessory > plant stand,5,home,outdoor | gardening | equipment | supply | accessory,plant | hydroponics | planter | hand,container,
amazon,video game > xbox series x s console game accessory > xbox series x s accessory > xbox series x s battery charger,4,toy | baby,accessory,xbox,,
amazon,book > religion spirituality > religious literature fiction > religious short story anthology > religious fiction anthology,5,book,religion | christian,religious,,
amazon,home kitchen > home décor product > kid room décor > kid room decor accent > kid room bookend,5,home,kitchen,décor,kid,
amazon,sport outdoors > sport fan shop > sport fan tool home improvement,3,sporting,sport,fan,,
amazon,grocery gourmet food > dairy cheese egg > egg egg substitute > whole egg,4,food,cheese,egg,,
amazon,art craft sewing > craft supply material > paper craft supply > craft paper > transfer paper,5,art,supply,paper,,
amazon,toy game > toy figure playsets > action figure vehicle playsets > action figure vehicle > toy figure tractor,5,toy | baby,play | game | outdoor | accessory | sport,figure,action,
amazon,industrial scientific > hydraulics pneumatics plumbing > tube pipe hose > industrial hose > industrial hydraulic hose,5,industrial | office,hydraulics,hose,,
amazon,book > business money > international business investing > islamic banking finance,4,book,business,international,,
amazon,baby product > baby stroller accessory > stroller accessory > baby stroller organizer,4,toy | baby,feeding | safety | health | transport | accessory,stroller,,
amazon,book > sport outdoors > miscellaneous sport outdoors book > motor sport,4,book,sport,miscellaneous,,
amazon,industrial scientific > material handling product > hydraulic lifting pump,3,industrial | office,product | material,lifting,,
amazon,industrial scientific > test measure inspect > temperature humidity measurement > temperature indicator,4,industrial | office,test,temperature,,
amazon,automotive > automotive replacement part > automotive replacement bearing seal > automotive replacement seal > automotive replacement transfer case seal,5,part,automotive,replacement,seal,
amazon,book > science math > chemistry > physical theoretical chemistry > physical chemistry,5,book,science,chemistry,,
amazon,industrial scientific > power transmission product > industrial brake clutch > industrial clutch > industrial electric clutch,5,industrial | office,product | material,clutch,,
amazon,book > specialty boutique > textbook > humanity > architecture,5,book,business,textbook,,
amazon,patio lawn garden > gardening lawn care > gardening hand tool > gardening saw > hand pruning saw,5,home,outdoor | gardening | equipment | supply | accessory,plant | hydroponics | planter | hand,saw,
amazon,book > art photography > art history criticism > art history by theme > science fiction fantasy art,5,book,art,history,,
amazon,home kitchen > bath product > bathroom accessory > bathtub accessory > bathtub splash guard,5,home,bath,accessory,,
amazon,sport outdoors > outdoor recreation > cycling equipment > kid bike accessory > kid cycling protective gear,5,sporting,outdoor,cycling,,
amazon,tool home improvement > building supply > building material > wood millwork,4,home,hardware,material,wood,
amazon,baby product > baby activity entertainment product > baby stationary activity center,3,toy | baby,feeding | safety | health | transport | accessory,stationary,,
amazon,book > science math > nature ecology > natural resource > fishery aquaculture,5,book,science,nature,,
amazon,book > sport outdoors > sport biography > boxing wrestling mma biography > boxer biography,5,book,sport,biography,,
amazon,grocery gourmet food > pantry staple > olive pickle relish > condiment olive > black condiment olive,5,food,pantry,olive,,
amazon,clothing shoe jewelry > shoe jewelry watch accessory > shoe care accessory > shoe measuring device,4,clothing,shoe,,,
amazon,home kitchen > furniture > living room furniture > living room table > living room table set,5,home,kitchen,furniture,living,
amazon,home kitchen > heating cooling air quality > room air conditioner,3,home,air,room,,
amazon,book > humor entertainment > humor > pun wordplay,4,book,humor | reference,computer | history | pun,,
amazon,health household > household supply > household cleaning tool > household mop bucket accessory > mopping accessory,5,beauty,household,cleaning,,
amazon,home kitchen > home décor product > home décor accent > wall pediment,4,home,kitchen,décor,wall,
amazon,automotive > automotive tool equipment > fuel system tool > fuel leak detector,4,part,tool,fuel,,
amazon,book > science math > biological science > anatomy,4,book,science,biological,,
amazon,book > teen young adult book > teen young adult science fiction fantasy > teen young adult fantasy > teen young adult wizard witch fantasy,5,book,child | young | fiction,adult,teen,
amazon,baby product > nursery furniture bedding décor > nursery furniture > infant toddler bed > bedside crib,5,toy | baby,nursery,furniture,,
amazon,office product > office furniture lighting > office furniture accessory > back cushion seat cushion,4,industrial | office,supply | instrument | filing,rack | cart | cushion,back,
amazon,grocery gourmet food > pantry staple > canned jarred packaged food > packaged meat poultry seafood > canned packaged pâtés,5,food,pantry,packaged,,
amazon,tool home improvement > lighting ceiling fan > outdoor lighting product > outdoor lantern,4,home,lighting,outdoor,,
amazon,baby product > baby bathing skin care > baby soap cleanser > baby bar soap,4,toy | baby,feeding | safety | health | transport | accessory,soap | skin,,
amazon,book > education teaching > school teaching > education theory,4,book,education,,,
amazon,beauty personal care > skin care product > facial skin care product > facial cream moisturizers > neck décolleté moisturizers,5,beauty,product,facial,,
amazon,cell phone accessory > cell phone case cover > cell phone dry bag,3,cell,phone,,,
amazon,electronics > computer accessory > computer accessory peripheral > computer rack cabinet,4,hardware | electronics,accessory,computer,rack,
amazon,patio lawn garden > outdoor power lawn equipment > outdoor powertool part accessory > leaf blower vacuum part accessory,4,home,outdoor | gardening | equipment | supply | accessory,part,chain | leaf,
amazon,industrial scientific > professional medical supply > surgical supply > medical skin preparation > surgical clipper,5,industrial | office,supply,surgical,,
amazon,toy game > baby toddler toy > early development activity toy > sorting stacking toy,4,toy | baby,play | game | outdoor | accessory | sport,early,,
amazon,video game > nintendo 3d 2ds console game accessory > nintendo 3d 2ds accessory > nintendo 3d 2ds faceplate protector skin > nintendo 3d 2ds protector,5,toy | baby,nintendo,,,
amazon,industrial scientific > electronic component > interconnects > interconnect terminal > hook terminal,5,industrial | office,product | material,interconnects,,
amazon,sport outdoors > outdoor recreation > water sport > waterskiing equipment > waterskis,5,sporting,outdoor,water,waterskiing,
amazon,book > sport outdoors > water sport > sailing > sailing excursion guide,5,book,sport,water,,
amazon,pet supply > cat supply > cat grooming supply > cat grooming clipper blade,4,supply,cat,grooming,,
amazon,book > teen young adult book > teen young adult historical fiction > teen young adult biographical fiction,4,book,child | young | fiction,adult,teen,
amazon,health household > household supply > household cleaning > household upholstery cleaner > household leather upholstery cleaner,5,beauty,household,cleaning,,
amazon,art craft sewing > painting drawing art supply > art drawing supply > artist drawing medium > drawing marker,5,art,supply,drawing,,
amazon,toy game > hobby > hobby remote app controlled vehicle part > hobby remote app controlled vehicle > remote app controlled submarine,5,toy | baby,hobby,,,
amazon,beauty personal care > hair care product > styling tool appliance > hair curling iron wand,4,beauty,hair,styling,,
amazon,automotive > automotive performance part accessory > automotive performance shock strut suspension > automotive performance shock mounting kit,4,part,automotive,performance,,
amazon,sport outdoors > sport fan shop > sport fan toy game room > sport fan action figure toy figurine,4,sporting,sport,fan,,
amazon,sport outdoors > sport fitness > exercise fitness equipment > running equipment > running clothing,5,sporting,sport,equipment,,
amazon,office product > office school supply > education supply craft supply > classroom pocket chart,4,industrial | office,supply | instrument | filing,accessory | mail | organizer | writing | label,material | classroom,
amazon,sport outdoors > sport fitness > team sport > baseball equipment > baseball softball starter equipment,5,sporting,sport,team,equipment,
amazon,book > biography > leader notable people biography > rich famous biography,4,book,history,biography,,
amazon,office product > office school supply > mail supply shipping supply > mail bag transit sack,4,industrial | office,supply | instrument | filing,accessory | mail | organizer | writing | label,mailing | mailer | postal,
amazon,automotive > motorcycle powersports > powersports accessory > powersports electronics > powersports alarm anti theft,5,part,powersports,accessory,,
amazon,industrial scientific > cutting tool > indexable insert holder > milling holder,4,industrial | office,fastener | tool,holder,,
amazon,clothing shoe jewelry > men fashion > men accessory > men tie cummerbund pocket square > men bolo tie,5,clothing,men,accessory,,
amazon,automotive > heavy duty commercial vehicle equipment > heavy duty commercial vehicle part > heavy duty vehicle filter > heavy duty vehicle hydraulic filter,5,part,heavy,,,
amazon,tool home improvement > building supply > building material > household window > double hung window,5,home,hardware,material,window,
amazon,beauty personal care > hair care product > hair extension wig accessory > wig hairpiece adhesive,4,beauty,hair,wig,,
amazon,health household > health care product > sleep snoring aid,3,beauty,product,sleep,,
amazon,home kitchen > kitchen dining > bakeware > baker casserole > bake serve set,5,home,kitchen,utensil | appliance | cookware | storage,baker,
amazon,industrial scientific > power transmission product > mechanical pulley > mechanical v belt pulley,4,industrial | office,product | material,mechanical,,
amazon,book > science math > agricultural science > horticulture,4,book,science,agricultural,,
amazon,patio lawn garden > gardening lawn care > gardening pot planter accessory > rail planter,4,home,outdoor | gardening | equipment | supply | accessory,plant | hydroponics | planter | hand,rail,
amazon,automotive > motorcycle powersports > powersports part > powersports drive train part > powersports drive shaft,5,part,powersports,drive,,
amazon,health household > household supply > tobacco related product > tobacco pipe accessory > tobacco pipe bag pouch,5,beauty,household,tobacco,,
amazon,book > health fitness dieting > grooming style > men grooming style,4,book,health,grooming,,
amazon,patio lawn garden > outdoor heating cooling > outdoor firewood rack,3,home,outdoor | gardening | equipment | supply | accessory,fireplace | firewood,,
amazon,tool home improvement > lighting ceiling fan > novelty lighting > book light,4,home,lighting,novelty,,
amazon,clothing shoe jewelry > girl fashion > girl shoe > girl athletic shoe > girl racquet sport shoe,5,clothing,girl,shoe,,
amazon,industrial scientific > janitorial sanitation supply > commercial waste receptacle liner > commercial trash picker,4,industrial | office,food | supply,commercial,,
amazon,book > reference > word language grammar > etymology,4,book,humor | reference,word,,
amazon,book > child book > child religion book > child christian book > child christian prayer book,5,book,child | young | fiction,animal | reference | game | life | geography,christian,
amazon,book > engineering transportation > engineering > engineering reference > engineering patent invention,5,book,travel,engineering,,
amazon,health household > health care product > alternative medicine product > magnetic field therapy product,4,beauty,product,alternative,,
amazon,beauty personal care > foot hand nail care product > nail polish decoration product > false nail accessory > false nail tip,5,beauty,nail,polish,,
amazon,clothing shoe jewelry > men fashion > men clothing > men swimwear > men rash guard set,5,clothing,men,swimwear,,
amazon,grocery gourmet food > dairy cheese egg > non dairy milk > rice milk,4,food,cheese,milk,,
amazon,industrial scientific > professional medical supply > medical apparel glove > patient apparel,4,industrial | office,supply,apparel,,
amazon,grocery gourmet food > bread bakery > breakfast bakery > scone,4,food,bread,breakfast,,
amazon,automotive > motorcycle powersports > powersports part > powersports fuel system product > powersports oil tank,5,part,powersports,fuel,,
amazon,video game > legacy system > xbox 360 game console accessory > xbox 360 accessory > xbox 360 case storage,5,toy | baby,system,xbox,,
amazon,beauty personal care > perfume fragrance > child fragrance,3,beauty,fragrance,child,,
amazon,book > comic graphic novel > graphic novel > horror graphic novel,4,book,child | young | fiction,graphic,horror,
amazon,baby product > baby toddler feeding supply > baby bottle feeding supply > baby bottle set,4,toy | baby,feeding | safety | health | transport | accessory,bottle | supply,set,
amazon,musical instrument > stage sound equipment > stage powered mixer,3,instrument | vinyl,stage,powered,,
amazon,book > art photography > music > songbook > folk traditional songbook,5,book,art,music,,
amazon,book > mystery thriller suspense > thriller suspense > psychological thriller,4,book,child | young | fiction,thriller,,
amazon,industrial scientific > electronic component > industrial electrical control indicator > industrial switch > selector switch,5,industrial | office,product | material,electrical,switch,
amazon,book > travel > canadian travel guide > canadian city travel guide > banff travel guide,5,book,travel,guide,,
amazon,book > travel > european travel guide > spain travel guide > general spain travel guide,5,book,travel,guide,spain,
amazon,industrial scientific > professional medical supply > medical examination supply consumables > medical sundry jar,4,industrial | office,supply,medical,,
amazon,automotive > automotive replacement part > automotive replacement gasket > automotive replacement fuel pump bowl gasket,4,part,automotive,replacement,fuel,
amazon,book > humor entertainment > television > tv guide review,4,book,humor | reference,television,,
amazon,book > teen young adult book > teen young adult literature fiction > short story in teen young adult literature,4,book,child | young | fiction,adult,short,
amazon,musical instrument > musical instrument amplifier effect > guitar effect > bass guitar effect > bass guitar single effect,5,instrument | vinyl,amplifier,,,
amazon,book > biography > historical biography > historical european biography > historical russia biography,5,book,history,historical,,
amazon,book > science math > chemistry > inorganic chemistry,4,book,science,chemistry,,
amazon,baby product > baby travel gear > infant toddler travel bed product,3,toy | baby,feeding | safety | health | transport | accessory,product,,
amazon,health household > sport nutrition product > sport nutrition testosterone booster,3,beauty,sport,,,
amazon,automotive > automotive exterior accessory > towing product winch > towing winch accessory > towing winch switch,5,part,accessory,towing,,
amazon,office product > office furniture lighting > office cart stand > av cart stand,4,industrial | office,supply | instrument | filing,rack | cart | cushion,stand,
amazon,sport outdoors > sport fitness > hunting fishing > fishing equipment > fishing terminal tackle accessory,5,sporting,sport,fishing,,
amazon,book > history > american history > caribbean history > saint kitts country history,5,book,history,american,,
amazon,book > sport outdoors > water sport > sailing > instructional sailing,5,book,sport,water,,
amazon,grocery gourmet food > pantry staple > herb spice seasoning > single herb spice > tarragon,5,food,pantry,spice,single,
amazon,book > travel > asian travel guide > thailand travel guide,4,book,travel,guide,,
amazon,video game > legacy system > nintendo d game console accessory > nintendo d accessory > nintendo d battery charger,5,toy | baby,system,nintendo,,
amazon,patio lawn garden > outdoor power lawn equipment > string trimmer,3,home,outdoor | gardening | equipment | supply | accessory,part,,
amazon,book > humor entertainment > puzzle game > crossword puzzle > cryptic puzzle,5,book,humor | reference,puzzle,,
amazon,automotive > automotive tool equipment > steering suspension tool > cv boot tool,4,part,tool,steering,,
amazon,tool home improvement > power tool hand tool > hand tool > magnetic sweeper,4,home,tool,power | hand,magnetic,
amazon,book > travel > u travel guide > alaska travel guide,4,book,travel,guide,alaska,
amazon,home kitchen > home décor product > home fragrance product > light bulb fragrance ring,4,home,kitchen,fragrance,,
amazon,cd vinyl > music style > rock > progressive rock music,4,instrument | vinyl,music,rock,,
amazon,home kitchen > bedding > kid bedding > kid sheet pillowcase,4,home,storage | bedding,kid,,
amazon,video game > legacy system > gamecube game console accessory,3,toy | baby,system,gamecube,,
amazon,baby product > baby care product > baby bathing product > baby bath seat,4,toy | baby,feeding | safety | health | transport | accessory,bathing,,
amazon,industrial scientific > test measure inspect > dimensional measurement > caliper,4,industrial | office,test,dimensional,,
amazon,sport outdoors > sport fitness > airsoft paintball equipment > paintball equipment > paintball equipment bag,5,sporting,sport,paintball,,
amazon,automotive > automotive replacement part > automotive replacement engine cooling climate control > automotive replacement air conditioning product > automotive replacement harness connector repair kit,5,part,automotive,replacement,air,
amazon,beauty personal care > beauty tool accessory > skin care tool > facial roller,4,beauty,tool,skin,,
amazon,sport outdoors > sport fitness > sport accessory > field court gym rink equipment > basketball court equipment,5,sporting,sport,accessory,,
amazon,tool home improvement > hardware > cabinet hardware > cabinet furniture lock,4,home,tool,cabinet | hardware,,
amazon,industrial scientific > electronic component > interconnects > terminal block > disconnect block,5,industrial | office,product | material,interconnects,,
amazon,cd vinyl > music style > indie alternative > ska,4,instrument | vinyl,music,indie,,
amazon,book > art photography > fashion > fashion model,4,book,art,fashion,,
amazon,automotive > automotive tool equipment > garage shop product > vehicle lift hoist jack,4,part,tool,garage,,
amazon,sport outdoors > sport fan shop > sport fan pet gear > sport fan pet mat,4,sporting,sport,fan,,
amazon,patio lawn garden > outdoor cooking > outdoor cooking tool accessory > grilling bbq utensil > barbecue tongs,5,home,outdoor | gardening | equipment | supply | accessory,cooking,grilling,
amazon,automotive > automotive replacement part > automotive replacement engine engine part > automotive replacement engine kit product > automotive replacement ring engine kit,5,part,automotive,replacement,engine,
amazon,home kitchen > kitchen dining > kitchen small appliance > specialty kitchen appliance > sou vide machine,5,home,kitchen,utensil | appliance | cookware | storage,specialty,sou
amazon,book > cookbook food wine > cooking by ingredient > herb spice condiment cooking,4,book,wine,cooking,,
amazon,sport outdoors > sport fan shop > sport fan home kitchen > sport fan bedding > sport fan bed in a bag,5,sporting,sport,fan,,
amazon,book > politics social science > sociology > sociology of race relation,4,book,politics,sociology,,
amazon,grocery gourmet food > beverage > coffee tea cocoa > tea beverage > herbal tea,5,food,beverage,tea,,
amazon,video game > legacy system > sony psp game console accessory > sony psp accessory > sony psp cable adapter,5,toy | baby,system,sony,,
amazon,electronics > camera photo > photo printer scanner > portable photo printer,4,hardware | electronics,camera,photo,,
amazon,tool home improvement > paint wall treatment supply > household painting supply tool,3,home,tool,paint,,
amazon,pet supply > fish aquatic pet > aquarium pump filter > aquarium air pump accessory,4,supply,fish,aquarium,,
amazon,office product > office school supply > labelers label roll > identification badge supply > badge insert,5,industrial | office,supply | instrument | filing,accessory | mail | organizer | writing | label,badge,
amazon,book > politics social science > politics government > specific topic in politics government > woman in politics,5,book,politics,government,,
amazon,video game > legacy system > sega saturn game console accessory > sega saturn console,4,toy | baby,system,sega,,
amazon,health household > household supply > household cleaning tool > household mop bucket accessory > household mop bucket set,5,beauty,household,cleaning,,
amazon,musical instrument > recording microphone accessory > recording stage microphone > dynamic microphone > vocal dynamic microphone,5,instrument | vinyl,microphone,,,
amazon,toy game > puppet puppet theater > marionette puppet,3,toy | baby,puppet,,,
amazon,book > art photography > sculpture > sculpting technique,4,book,art,sculpture,,
amazon,industrial scientific > industrial hardware > latch > cam latch,4,industrial | office,fastener | tool,latch,,
amazon,book > teen young adult book > teen young adult hobby game > teen young adult craft,4,book,child | young | fiction,adult,teen,
amazon,tool home improvement > measuring layout > linear measurement > tape measure,4,home,tool,linear,,
amazon,book > child book > child biography > child religious biography,4,book,child | young | fiction,animal | reference | game | life | geography,religious,
amazon,tool home improvement > paint wall treatment supply > wallpaper wallpapering supply > wallpaper hand tool,4,home,tool,wallpaper,,
amazon,tool home improvement > kitchen bath fixture > water filtration softener > replacement water filter,4,home,fixture,water,,
amazon,toy game > toy game activity amusement > prism kaleidoscope,3,toy | baby,play | game | outdoor | accessory | sport,flying | viewfinder | nesting,,
amazon,industrial scientific > filtration > compressed air filtration > compressed air filter regulator lubricator > compressed air combination filter regulator,5,industrial | office,filtration,compressed,,
amazon,pet supply > horse supply > horse health supply > horse nutritional supplement remedy > horse calming supplement,5,supply,horse,treat | health,,
amazon,book > specialty boutique > textbook > social science > sociology,5,book,business,textbook,,
amazon,grocery gourmet food > bread bakery > bread > sandwich bread > multigrain sandwich bread,5,food,bread,sandwich,,
amazon,industrial scientific > fastener > spacers standoff > hardware spacers,4,industrial | office,fastener | tool,spacers,,
amazon,book > literature fiction > american literature > humorous american literature,4,book,child | young | fiction,literature,humorous,
amazon,grocery gourmet food > pantry staple > cooking baking grocery supply > lard shortening > baking cooking shortening,5,food,pantry,cooking,,
amazon,toy game > game accessory > game collection,3,toy | baby,play | game | outdoor | accessory | sport,card | dvd | collection | stacking,,
amazon,health household > health care product > incontinence ostomy product > incontinence bedding furniture protector,4,beauty,product,incontinence,,
amazon,clothing shoe jewelry > men fashion > men shoe > men slipper,4,clothing,men,shoe,,
amazon,cd vinyl > music style > jazz > cool jazz,4,instrument | vinyl,music,jazz,,
amazon,book > travel > u travel guide > ohio travel guide > cincinnati ohio travel book,5,book,travel,guide,ohio | indiana,
amazon,cd vinyl > music style > comedy spoken word > interview,4,instrument | vinyl,music,,,
amazon,clothing shoe jewelry > woman fashion > woman shop > maternity > maternity pant,5,clothing,woman,shop,,
amazon,industrial scientific > industrial material > metal alloy raw material > magnesium metal raw material,4,industrial | office,product | material,raw,metal,
amazon,sport outdoors > outdoor recreation > cycling equipment > bike helmet accessory > adult bike helmet,5,sporting,outdoor,cycling,,
amazon,home kitchen > kitchen dining > kitchen cookware > specialty cookware > butter warmer,5,home,kitchen,utensil | appliance | cookware | storage,specialty | pan | set,butter
amazon,electronics > camera photo > film photography > photographic film,4,hardware | electronics,camera,film,,
amazon,tool home improvement > power tool hand tool > hand tool > hammer > welding hammer,5,home,tool,power | hand,hammer,
amazon,automotive > automotive replacement part > automotive replacement gasket > automotive replacement carburetor fuel injection gasket,4,part,automotive,replacement,carburetor,
amazon,book > travel > caribbean travel guide > aruba netherlands antilles travel,4,book,travel,caribbean,,
amazon,book > teen young adult book > teen young adult personal health > teen young adult maturing,4,book,child | young | fiction,adult,teen,
amazon,book > law > business law > banking law,4,book,law,business,,
amazon,home kitchen > furniture > home bar furniture > home bar serving cart,4,home,kitchen,furniture,bar,
amazon,art craft sewing > sewing product > sewing machine accessory > sewing machine carrying case,4,art,sewing,machine,,
amazon,book > religion spirituality > new age spirituality > mental spiritual healing,4,book,religion | christian,new,,
amazon,industrial scientific > industrial power hand tool > metalworking workholding equipment > workholding collet,4,industrial | office,fastener | tool,workholding,,
amazon,home kitchen > furniture > living room furniture > tv medium furniture > speaker stand,5,home,kitchen,furniture,medium,
amazon,book > christian book bible > christian bible study reference > christian bible quotation,4,book,religion | christian,bible,,
amazon,book > craft hobby home > animal pet care > pet food nutrition,4,book,craft,pet,,
amazon,grocery gourmet food > bread bakery > bakery dessert > baklava,4,food,bread,bakery,,
amazon,book > business money > accounting > accounting standard,4,book,business,accounting,,
amazon,grocery gourmet food > snack food > snack pudding gelatin > pudding snack,4,food,snack,pudding,,
amazon,book > craft hobby home > home improvement design book > how to home improvement > house plan,5,book,craft,home,,
amazon,musical instrument > drum percussion > hand drum > ocean drum,4,instrument | vinyl,drum,marching | hand,,
amazon,automotive > automotive replacement part > automotive replacement fuel system equipment > automotive replacement fuel injection product > automotive replacement fuel injection fuel accumulator,5,part,automotive,replacement,fuel,
amazon,beauty personal care > personal care product > bath bathing accessory > bathing accessory > shower cap,5,beauty,product,,,
amazon,tool home improvement > lighting ceiling fan > ceiling light fixture > close to ceiling light fixture,4,home,lighting,ceiling,,
amazon,book > business money > insurance,3,book,business,insurance,,
amazon,book > computer technology > computer hardware diy > personal computer book > pc hardware,5,book,computer,hardware,,
amazon,grocery gourmet food > pantry staple > dried bean lentil pea,3,food,pantry,dried,,
amazon,automotive > automotive performance part accessory > automotive performance engine cooling system,3,part,automotive,performance,,
amazon,book > sport outdoors > individual sport > juggling,4,book,sport,individual,,
amazon,tool home improvement > power tool hand tool > hand tool > wrench > torque wrench,5,home,tool,power | hand,wrench,
amazon,video game > legacy system > turbografx 16 game console accessory > turbografx 16 game,4,toy | baby,system,turbografx,,
amazon,movie tv > specialty store > custom store > genre for featured category > action adventure,5,book,store,custom,,
amazon,industrial scientific > lab scientific product > glassware labware > lab funnel > lab addition funnel,5,industrial | office,laboratory,glassware,,
amazon,automotive > automotive replacement part > automotive replacement engine cooling climate control > automotive replacement engine radiator,4,part,automotive,replacement,engine,
amazon,tool home improvement > light bulb > incandescent bulb,3,home,lighting,incandescent,,
amazon,art craft sewing > craft supply material > candle making supply > candle making wax,4,art,supply,candle,,
amazon,clothing shoe jewelry > girl fashion > girl clothing > girl underwear > girl training bra,5,clothing,girl,underwear,,
amazon,cd vinyl > music style > jazz > traditional jazz ragtime > boogie woogie,5,instrument | vinyl,music,jazz,,
amazon,patio lawn garden > patio furniture accessory > patio umbrella shade > shade sail,4,home,outdoor | gardening | equipment | supply | accessory,patio | table,shade,
amazon,industrial scientific > abrasive finishing product > abrasive finishing product > lap hone > flex hone,5,industrial | office,abrasive,finishing,,
amazon,book > law > health medical law,3,book,law,health,,
amazon,grocery gourmet food > candy chocolate > jelly bean chewy gummy candy > licorice candy,4,food,candy,,,
amazon,home kitchen > home storage organization > trash recycling container > outdoor recycling bin,4,home,storage | bedding,recycling,,
amazon,book > engineering transportation > engineering > telecommunication sensor > radio communication,5,book,travel,engineering,,
amazon,office product > office school supply > filing product > file folder accessory > end tab classification folder,5,industrial | office,supply | instrument | filing,accessory | mail | organizer | writing | label,file,
amazon,book > science math > environment nature,3,book,science,environment,,
amazon,health household > vitamin dietary supplement > nutritional supplement > msm nutritional supplement,4,beauty,supplement,nutritional,,
amazon,cd vinyl > music style > classical > classical form genre > classical concerto,5,instrument | vinyl,music,,,
amazon,book > history > world history > maritime history piracy,4,book,history,world,,
amazon,home kitchen > kitchen dining > kitchen cookware > griddle,4,home,kitchen,utensil | appliance | cookware | storage,specialty | pan | set,
amazon,cell phone accessory > cell phone accessory > cell phone décor > cell phone charm,4,cell,phone,,,
amazon,tool home improvement > kitchen bath fixture > bathroom fixture > toilet toilet part > toilet tank cover,5,home,fixture,bathroom,toilet,
amazon,clothing shoe jewelry > woman fashion > woman accessory > woman sport headband,4,clothing,woman,accessory,,
amazon,industrial scientific > packaging shipping supply > label labeling equipment > industrial label,4,industrial | office,packaging,label,,
amazon,health household > household supply > air freshener supply,3,beauty,household,air,,
amazon,tool home improvement > power tool hand tool > hand tool > hand file rasp > file handle,5,home,tool,power | hand,file,
amazon,toy game > game accessory > stacking game,3,toy | baby,play | game | outdoor | accessory | sport,card | dvd | collection | stacking,,
amazon,book > literature fiction > erotic literature fiction > mystery erotica,4,book,child | young | fiction,literature,erotic | mystery,
amazon,sport outdoors > athletic clothing > woman sport apparel > woman sport recreation outerwear,4,sporting,sport,woman,,
amazon,beauty personal care > personal care product > piercing tattoo supply > body piercing supply > body piercing aftercare product,5,beauty,product,,,
amazon,automotive > motorcycle powersports > powersports part > powersports external light > powersports headlight bulb assembly,5,part,powersports,external,,
amazon,automotive > automotive replacement part > automotive replacement switch relay > automotive replacement electrical system relay > automotive replacement reversing relay,5,part,automotive,replacement,relay,
amazon,grocery gourmet food > meat seafood > seafood > dried seafood > dried scallop,5,food,seafood,fresh | dried,,
amazon,home kitchen > kitchen dining > wine accessory > wine education game,4,home,kitchen,brewing | wine,,
amazon,book > teen young adult book > teen young adult literature fiction > teen young adult social family issue fiction > teen young adult fiction about new experience,5,book,child | young | fiction,adult,teen,
amazon,video game > xbox one game console accessory > xbox one game,3,toy | baby,accessory,xbox,,
amazon,sport outdoors > sport fitness > exercise fitness equipment > yoga equipment > yoga silk eye bag,5,sporting,sport,equipment,,
amazon,toy game > play vehicle > toy vehicle > kid play car race car,4,toy | baby,play | game | outdoor | accessory | sport,vehicle | kid,car,
amazon,office product > office school supply > paper printable medium > office school paper > stationery,5,industrial | office,supply | instrument | filing,accessory | mail | organizer | writing | label,pad | school,
amazon,grocery gourmet food > dairy cheese egg > cheese > vegetarian cheese,4,food,cheese,vegetarian,,
amazon,home kitchen > kitchen dining > home brewing wine making > brewing fermentation equipment > brewing aeration equipment,5,home,kitchen,brewing | wine,,
amazon,book > art photography > music > music reference,4,book,art,music,,
amazon,industrial scientific > test measure inspect > electrical testing > oscilloscope accessory > oscilloscope probe,5,industrial | office,test,electrical,,
amazon,book > computer technology > database big data > sql,4,book,computer,database,,
amazon,tool home improvement > electrical equipment > electrical connector,3,home,tool,electrical,,
amazon,sport outdoors > sport fitness > hunting fishing > fishing equipment > fishing rod accessory,5,sporting,sport,fishing,,
amazon,tool home improvement > power tool hand tool > hand tool > hand caulking gun,4,home,tool,power | hand,caulking,
amazon,musical instrument > band orchestra musical instrument > wind woodwind instrument > oboe,4,instrument | vinyl,band | brass,wind,,
amazon,book > history > european history > scandinavian history,4,book,history,european,,
amazon,toy game > tricycle scooter wagon > kid balance bike,3,toy | baby,tricycle,,,
amazon,book > business money > human resource > human resource personnel management,4,book,business,human,,
amazon,automotive > automotive replacement part > automotive replacement engine cooling climate control > automotive replacement air conditioning product > automotive replacement air conditioning compressor part,5,part,automotive,replacement,air,
amazon,book > teen young adult book > teen young adult hobby game > teen young adult travel,4,book,child | young | fiction,adult,teen,
amazon,automotive > car care > interior care product > automotive protectant care product,4,part,care,product,,
amazon,home kitchen > home storage organization > clothing closet storage > shoe organizer > shoe cabinet,5,home,storage | bedding,clothing,,
amazon,book > computer technology > computer programming > software design testing engineering > uml language,5,book,computer,programming,,
amazon,book > science math > astronomy space science > cosmology,4,book,science,astronomy,,
amazon,art craft sewing > craft supply material > craft supply > face painting supply,4,art,supply,craft,,
amazon,tool home improvement > pump plumbing equipment > water pump part accessory > sewage effluent pump,4,home,fixture,pump,,
