source,category_path,depth,unified_level_1,unified_level_2,unified_level_3,unified_level_4,unified_level_5
amazon,patio lawn garden > farming urban agriculture > agricultural structure hardware > agricultural fencing,4,,outdoor | gardening | equipment | supply | accessory,livestock | agricultural,,
amazon,grocery gourmet food > dairy cheese egg > yogurt > kid baby yogurt,4,,,,,
amazon,automotive > automotive replacement part > automotive replacement brake system part > automotive replacement brake adjusting screw assembly,4,,,,,
amazon,automotive > car care > automotive pest repellent > automotive pest repellent spray,4,,,,,
amazon,automotive > automotive replacement part > automotive replacement windshield wiper washer > automotive replacement windshield wiper de icing strip,4,,,,,
amazon,book > literature fiction > genre literature fiction > family life fiction,4,book,child | young | fiction,,family,
amazon,art craft sewing > painting drawing art supply > artist painting supply > artist paintbrush > one stroke art paintbrush,5,,supply,artist,,
amazon,clothing shoe jewelry > girl fashion > girl clothing > girl dress,4,,,,,
amazon,book > medical book > medicine > internal medicine > nephrology,5,book,science | business | law | medical,medicine | administration,,
amazon,book > child book > child science nature book > child physic book,4,book,child | young | fiction,animal | reference | game | life | geography,physic,
amazon,sport outdoors > sport fitness > hunting fishing > archery equipment > archery bow sling,5,sporting,,hunting,,
amazon,book > child book > child reference nonfiction > child study aid book,4,book,child | young | fiction,animal | reference | game | life | geography,money | study | almanac,
amazon,automotive > automotive tire wheel > wheel tire accessory part > lug nut accessory,4,,tire,,,
amazon,book > literature fiction > american literature > native american literature,4,book,child | young | fiction,,native,
amazon,book > reference > word language grammar > handwriting reference,4,book,science | business | law | medical,language | encyclopedia,handwriting,
amazon,home kitchen > kitchen dining > kitchen cookware > pot pan > pressure cooker,5,,,cookware | bakeware,,
amazon,sport outdoors > sport fan shop > sport fan home kitchen > sport fan artwork > sport fan lithograph,5,sporting,sport,,,
amazon,automotive > automotive replacement part > automotive replacement engine engine part > automotive replacement engine block > automotive replacement short engine block,5,,,,,
amazon,home kitchen > home storage organization > home storage hook > coat hook,4,,home | product,,,
amazon,automotive > oil fluid > automotive grease lubricant > automotive grease > automotive electrical grease,5,,fluid,,,
amazon,tool home improvement > hardware > door hardware lock > door kick plate,4,,,,,
amazon,automotive > automotive replacement part > automotive replacement fuel system equipment > automotive replacement fuel injection product > automotive replacement fuel injection resistor unit,5,,,,,
amazon,health household > vitamin dietary supplement > herbal supplement > garlic herbal supplement,4,beauty,supplement,,,
amazon,book > cookbook food wine > kitchen appliance cooking > fryer recipe,4,book,wine,kitchen,,
amazon,beauty personal care > beauty tool accessory > salon spa equipment > spa hot towel warmer,4,beauty,,spa,,
amazon,automotive > automotive replacement part > automotive replacement brake system part > automotive replacement brake support spring,4,,,,,
amazon,toy game > sport outdoor play toy > pogo stick hopping toy > hopping toy,4,toy | baby,play | game | outdoor | accessory | sport,pool | product | ball,hopping,
amazon,office product > office school supply > education supply craft supply > geography material,4,hardware | electronics | industrial,office | supply,accessory | mail | organizer | writing | label,material | classroom,
amazon,book > law > philosophy of law,3,book,science | business | law | medical,legal | criminal | constitutional | specialty | environmental,,
amazon,sport outdoors > athletic clothing > men sport apparel > men sport recreation short pant > men sport recreation pant,5,sporting,,men,,
amazon,patio lawn garden > outdoor heating cooling > fire pit outdoor fireplace part,3,,outdoor | gardening | equipment | supply | accessory,fireplace | firewood,,
amazon,tool home improvement > paint wall treatment supply > paint primer > household specialty paint > household appliance paint,5,,,,,
amazon,book > sport outdoors > sport coaching > basketball coaching,4,book,,,,
amazon,clothing shoe jewelry > woman fashion > woman jewelry > woman necklace > woman pendant,5,,,,,
amazon,automotive > automotive replacement part > automotive replacement fuel system equipment > automotive replacement carburetor part > automotive replacement carburetor choke thermostat,5,,,,,
amazon,beauty personal care > foot hand nail care product > nail polish decoration product > nail art tool > nail art stamper scraper,5,beauty,,,,
amazon,automotive > automotive replacement part > automotive replacement bearing seal > automotive replacement seal > automotive replacement differential seal,5,,,,,
amazon,video game > legacy system > game boy color game console accessory > game boy color game,4,toy | baby,,,,
amazon,book > politics social science > social science > specific demographic study > lgbtq demographic study,5,book,science | business | law | medical,social,demographic,
amazon,home kitchen > home storage organization > storage basket bin container > magazine newspaper storage basket,4,,home | product,,,
amazon,industrial scientific > lab scientific product > glassware labware > lab flask > lab filtering flask,5,hardware | electronics | industrial,supply | laboratory,,,
amazon,book > cookbook food wine > regional international cooking wine > mexican cooking food wine,4,book,wine,,,
amazon,book > parenting relationship > family health,3,book,child | young | fiction,aging | family,,
amazon,toy game > sport outdoor play toy > swimming pool outdoor water toy > pool toy > swimming pool dive toy,5,toy | baby,play | game | outdoor | accessory | sport,pool | product | ball,child | swimming,
amazon,industrial scientific > cutting tool > threading tap > spiral flute tap,4,hardware | electronics | industrial,product | material | power | component | fastener,tap,,
amazon,cd vinyl > music style > latin > samba,4,instrument | vinyl,,,,
amazon,industrial scientific > industrial adhesive sealant lubricant > caulk > latex caulk,4,hardware | electronics | industrial,product | material | power | component | fastener,caulk | sealant | retaining,,
amazon,home kitchen > bath product > bathroom accessory > bathroom towel holder > towel rack,5,,home | product,,,
amazon,book > travel > african travel guide > morocco travel guide,4,book,travel,,,
amazon,grocery gourmet food > beverage > coffee tea cocoa > non dairy coffee creamer,4,,,,,
amazon,tool home improvement > hardware > furniture hardware > furniture slider,4,,,cabinet | hardware,,
amazon,sport outdoors > sport fan shop > sport fan clothing > sport fan baby clothing > sport fan baby layette set,5,sporting,sport,,,
amazon,home kitchen > home storage organization > storage rack shelf drawer > standing shelf unit,4,,home | product,,standing,
amazon,industrial scientific > professional dental supply > dental finishing polishing > dental cutting grinding disc,4,hardware | electronics | industrial,supply | laboratory,,,
amazon,book > craft hobby home > gardening landscape design > flower gardening > orchid gardening,5,book,,gardening,,
amazon,home kitchen > home d cor product > candle candleholders > candle accessory > candle travel tin,5,,home | product,,,
amazon,cd vinyl > music style > new age > new age instrumental music,4,instrument | vinyl,,,,
amazon,sport outdoors > sport fitness > leisure sport game equipment > arcade table game > drinking game,5,sporting,,game,,
amazon,book > cookbook food wine > regional international cooking wine > asian cooking food wine > japanese cooking food wine,5,book,wine,,,
amazon,appliance > part accessory > refrigerator part accessory > in refrigerator water filter,4,hardware | electronics | industrial,,refrigerator,,
amazon,electronics > computer accessory > laptop accessory > laptop skin decal > laptop decal,5,hardware | electronics | industrial,accessory | audio | computer,component | power | cable | circuit | battery,interconnects | video | laptop | adapter | memory,decal
amazon,tool home improvement > welding soldering > soldering brazing equipment > solder flux > soldering flux,5,,,,,
amazon,patio lawn garden > snow removal tool > de icers salt spreader,3,,,,,
amazon,industrial scientific > hydraulics pneumatics plumbing > fitting > tube fitting > microbore tubing connector,5,hardware | electronics | industrial,,,,
amazon,automotive > automotive tool equipment > fuel system tool > fuel line disconnect tool,4,,,fuel,,
amazon,industrial scientific > professional dental supply > dental bonding agent adhesive > dental desensitizers,4,hardware | electronics | industrial,supply | laboratory,dental | orthodontic,desensitizers,
amazon,sport outdoors > sport fitness > leisure sport game equipment > arcade table game > tabletop billiards pool game,5,sporting,,game,arcade,
amazon,book > craft hobby home > craft hobby > pottery ceramic craft,4,book,,,,
amazon,industrial scientific > food service equipment supply > tabletop serveware > menu check displayers > commercial menu holder,5,hardware | electronics | industrial,supply | laboratory,tabletop,,
amazon,book > teen young adult book > teen young adult education reference > teen young adult language art book,4,book,child | young | fiction,adult,,
amazon,video game > nintendo 3d 2ds console game accessory > nintendo 3d 2ds accessory > nintendo 3d 2ds battery charger > nintendo 3d 2ds charger,5,toy | baby,,,,
amazon,automotive > automotive replacement part > automotive replacement ignition part > automotive replacement ignition coil,4,,,,,
amazon,video game > xbox one game console accessory > xbox one accessory > xbox one controller > xbox one game joystick,5,toy | baby,,,,
amazon,health household > household supply > paper plastic household supply > disposable plate bowl cutlery > disposable knife,5,beauty,household,,,
amazon,office product > office school supply > tape adhesive fastener > office glue adhesive > rubber cement,5,hardware | electronics | industrial,office | supply,accessory | mail | organizer | writing | label,,
amazon,book > travel > asian travel guide > indonesian travel guide > jakarta travel guide,5,book,travel,guide,,
amazon,tool home improvement > electrical equipment > electric outlet accessory,3,,,electrical | electric,,
amazon,book > art photography > art photography study teaching,3,book,,,,
amazon,art craft sewing > beading jewelry making > jewelry making tool accessory > jewelry diamond gold tester > jewelry diamond tester,5,,jewelry,,,
facebook,food beverage > food > soup broth,3,,,,,
facebook,food beverage > food > nut seed,3,,,,,
facebook,food beverage > food > snack chip,3,,,,,
facebook,food beverage > food > meat substitute,3,,,,,
facebook,food beverage > food > spice seasoning,3,,,,,
facebook,food beverage > food > pasta grain,3,,,,,
facebook,food beverage > food > prepared food meal kit,3,,,,,
facebook,food beverage > food > candy chocolate,3,,,,,
facebook,food beverage > food > dip spread,3,,,,,
facebook,food beverage > food > meat seafood,3,,,,,
facebook,food beverage > food > bakery bread,3,,,,,
facebook,food beverage > food > condiment sauce,3,,,condiment,,
facebook,food beverage > food > dairy egg cheese,3,,,,,
facebook,food beverage > food > frozen food,3,,,,,
facebook,food beverage > food > baking ingredient,3,,,,,
facebook,food beverage > food > fruit vegetable,3,,,,,
facebook,food beverage > food > breakfast cereal,3,,,breakfast,,
facebook,food beverage > beverage > sport energy drink,3,,beverage,,,
facebook,food beverage > beverage > juice,3,,beverage,juice | water,,
facebook,food beverage > beverage > powdered beverage mix,3,,beverage,powdered,,
facebook,food beverage > beverage > soda,3,,beverage,soda,,
facebook,food beverage > beverage > water,3,,beverage,juice | water,,
facebook,food beverage > beverage > coffee tea,3,,beverage,,,
facebook,food beverage > beverage > alcoholic beverage,3,,beverage,alcoholic,,
facebook,food beverage > beverage > milk,3,,beverage,milk,,
facebook,toy game > outdoor toy,2,toy | baby,play | game | outdoor | accessory | sport,pool | product | ball,,
facebook,toy game > stuffed animal plush toy,2,toy | baby,play | game | outdoor | accessory | sport,,,
facebook,toy game > game > role playing game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > chess,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > miniature war game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > dice game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > tile game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > card game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > dexterity game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > game > board game,3,toy | baby,play | game | outdoor | accessory | sport,set | card | poker | dice | tile,,
facebook,toy game > riding toy,2,toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,riding | hobby | wagon,
facebook,toy game > pretend play,2,toy | baby,play | game | outdoor | accessory | sport,pretend,,
facebook,toy game > remote control toy,2,toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,,
facebook,toy game > educational toy,2,toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,,
facebook,toy game > doll doll house,2,toy | baby,play | game | outdoor | accessory | sport,,,
facebook,toy game > building toy,2,toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,,
facebook,toy game > action figure,2,toy | baby,play | game | outdoor | accessory | sport,,,
facebook,toy game > electronic toy,2,toy | baby,play | game | outdoor | accessory | sport,pretend | doll | remote | vehicle | activity,,
facebook,pet supply > pet carrier containment,2,,,,,
facebook,pet supply > pet grooming supply,2,,,,,
facebook,pet supply > pet feeding watering supply,2,,,,,
facebook,pet supply > pet collar harness leash,2,,dog,,,
facebook,pet supply > pet step ramp,2,,,,,
facebook,pet supply > bird supply,2,,,,,
facebook,pet supply > pet care health,2,,,,,
facebook,pet supply > pet bed bedding,2,,,,,
facebook,pet supply > fish supply,2,,,,,
facebook,office supply > writing supply,2,hardware | electronics | industrial,office | supply,paper | label | calculator | tape | brass,,
facebook,office supply > presentation display board,2,hardware | electronics | industrial,office | supply,board | easel | chalkboard | document | laser,,
facebook,office supply > stapler punch,2,hardware | electronics | industrial,office | supply,,,
facebook,office supply > projector,2,hardware | electronics | industrial,office | supply,board | easel | chalkboard | document | laser,,
facebook,office supply > tape adhesive,2,hardware | electronics | industrial,office | supply,,,
facebook,office supply > filing storage,2,hardware | electronics | industrial,office | supply,binding | card | organizer | folder | file,,
facebook,office supply > clip fastener,2,hardware | electronics | industrial,office | supply,,,
facebook,office supply > label,2,hardware | electronics | industrial,office | supply,paper | label | calculator | tape | brass,,
facebook,office supply > calendar planner,2,hardware | electronics | industrial,office | supply,,,
facebook,office supply > binder accessory,2,hardware | electronics | industrial,office | supply,,,
facebook,office supply > office equipment machine,2,hardware | electronics | industrial,office | supply,paper | label | calculator | tape | brass,,
facebook,office supply > mailing supply,2,hardware | electronics | industrial,office | supply,paper | label | calculator | tape | brass,,
facebook,office supply > paper product,2,hardware | electronics | industrial,office | supply,paper | fingertip | hole | paperweight,,
facebook,musical instrument > pro audio equipment,2,instrument | vinyl,pro,,,
facebook,musical instrument > music accessory,2,instrument | vinyl,,,,
facebook,musical instrument > guitar bass,2,instrument | vinyl,,,,
facebook,musical instrument > brass instrument,2,instrument | vinyl,band | brass,,,
facebook,musical instrument > drum percussion instrument,2,instrument | vinyl,drum,,,
facebook,musical instrument > piano keyboard instrument,2,instrument | vinyl,piano,,,
facebook,musical instrument > woodwind instrument,2,instrument | vinyl,band | brass,,,
facebook,musical instrument > string instrument,2,instrument | vinyl,band | brass,,,
facebook,medium > newspaper,2,book,manual | magazine,,,
facebook,medium > magazine catalog,2,book,manual | magazine,,,
facebook,medium > movie tv show,2,book,dvd,,,
facebook,medium > music,2,book,music,,,
facebook,travel luggage > garment bag,2,,wallet | bag,,,
facebook,travel luggage > travel accessory,2,,wallet | bag,,,
facebook,travel luggage > handbag wallet > wallet,3,,wallet | bag,,,
facebook,travel luggage > handbag wallet > satchel,3,,wallet | bag,satchel,,
facebook,travel luggage > handbag wallet > crossbody bag,3,,wallet | bag,crossbody | shoulder,,
facebook,travel luggage > handbag wallet > tote,3,,wallet | bag,tote,,
facebook,travel luggage > handbag wallet > shoulder bag,3,,wallet | bag,crossbody | shoulder,,
facebook,travel luggage > handbag wallet > clutch,3,,wallet | bag,,,
facebook,travel luggage > handbag wallet > belt bag waist pack,3,,wallet | bag,,,
facebook,travel luggage > suitcase,2,,wallet | bag,,,
facebook,travel luggage > duffel gym bag,2,,wallet | bag,,,
facebook,travel luggage > luggage set,2,,wallet | bag,,,
facebook,travel luggage > briefcase laptop bag,2,,wallet | bag,,,
facebook,travel luggage > backpack,2,,wallet | bag,,,
facebook,art craft > craft supply,2,,,,,
facebook,art craft > sewing,2,,sewing,,,
facebook,art craft > needlecraft yarn,2,,needlecraft,,,
facebook,art craft > beading jewelry making,2,,,,,
facebook,art craft > art supply,2,,,,,
facebook,auto part accessory > trailer part accessory,2,,,,,
facebook,auto part accessory > powersports part accessory,2,,powersports,,,
facebook,auto part accessory > rv camper part accessory,2,,,,,
facebook,auto part accessory > car part accessory,2,,,,,
facebook,auto part accessory > boat part accessory,2,,,,,
facebook,auto part accessory > motorcycle part accessory,2,,,,,
facebook,auto part accessory > automotive tool,2,,,,,
facebook,antique collectible > collectible sport memorabilia,2,,,,,
facebook,antique collectible > collectible home good,2,,,,,
facebook,antique collectible > collectible electronics,2,,,,,
facebook,antique collectible > collectible coin paper money,2,,,,,
facebook,antique collectible > collectible stamp,2,,,,,
facebook,antique collectible > collectible furniture,2,,,,,
facebook,antique collectible > collectible appliance,2,,,,,
facebook,antique collectible > collectible toy,2,,,,,
facebook,baby product > toy > activity center entertainer,3,toy | baby,feeding | safety | health | transport | accessory,activity | alphabet | book | soothers | bath,,
facebook,electronics > home audio video,2,hardware | electronics | industrial,accessory | audio | computer,component | player | speaker,,
facebook,electronics > home security automation,2,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > cell phone smart watch > cell phone,3,hardware | electronics | industrial,accessory | audio | computer,cell | smart,,
facebook,electronics > cell phone smart watch > cell phone smart watch accessory,3,hardware | electronics | industrial,accessory | audio | computer,cell | smart,,
facebook,electronics > cell phone smart watch > smart watch,3,hardware | electronics | industrial,accessory | audio | computer,cell | smart,,
facebook,electronics > projector,2,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > camera > binoculars telescope,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > camera > film camera,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > camera > camera accessory,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > camera > camera drone,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > camera > digital camera,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > camera > video camera,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > tv monitor > tv,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > tv monitor > computer monitor,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > software,2,hardware | electronics | industrial,accessory | audio | computer,client | handheld | tablet | server | laptop,,
facebook,electronics > printer scanner,2,hardware | electronics | industrial,fax,,,
facebook,electronics > video game console video game > video game accessory,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > video game console video game > video game console,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > video game console video game > video game,3,hardware | electronics | industrial,accessory | audio | computer,,,
facebook,electronics > computer tablet > tablet ebook reader,3,hardware | electronics | industrial,accessory | audio | computer,client | handheld | tablet | server | laptop,,
facebook,electronics > computer tablet > networking server,3,hardware | electronics | industrial,accessory | audio | computer,client | handheld | tablet | server | laptop,,
facebook,electronics > computer tablet > computer component hardware,3,hardware | electronics | industrial,accessory | audio | computer,client | handheld | tablet | server | laptop,,
facebook,electronics > computer tablet > laptop,3,hardware | electronics | industrial,accessory | audio | computer,client | handheld | tablet | server | laptop,,
facebook,electronics > computer tablet > desktop computer,3,hardware | electronics | industrial,accessory | audio | computer,client | handheld | tablet | server | laptop,,
facebook,electronics > accessory > computer peripheral,3,hardware | electronics | industrial,accessory | audio | computer,component | power | cable | circuit | battery,,
facebook,electronics > accessory > battery power supply,3,hardware | electronics | industrial,accessory | audio | computer,component | power | cable | circuit | battery,charger | adapter | ups | surge | camera,
facebook,electronics > accessory > blank medium,3,hardware | electronics | industrial,accessory | audio | computer,component | power | cable | circuit | battery,,
facebook,electronics > accessory > cable charger adapter,3,hardware | electronics | industrial,accessory | audio | computer,component | power | cable | circuit | battery,adapter,
facebook,health beauty > health > oral care,3,beauty,,care | first | massage,,
facebook,health beauty > health > first aid,3,beauty,,care | first | massage,,
facebook,health beauty > health > feminine care,3,beauty,,care | first | massage,,
facebook,health beauty > health > vision care,3,beauty,,care | first | massage,,
facebook,health beauty > health > massage,3,beauty,,care | first | massage,,
facebook,health beauty > health > shaving hair removal,3,beauty,,care | first | massage,,
facebook,health beauty > beauty > skin care > tanning oil lotion,4,beauty,care | makeup,,lotion,
facebook,health beauty > beauty > skin care > lip balm treatment,4,beauty,care | makeup,,lip,
facebook,health beauty > beauty > skin care > mask peel,4,beauty,care | makeup,,,
facebook,health beauty > beauty > skin care > exfoliators scrub,4,beauty,care | makeup,,exfoliators,
facebook,health beauty > beauty > skin care > facial lotion moisturizer,4,beauty,care | makeup,,lotion,
facebook,health beauty > beauty > skin care > pore strip,4,beauty,care | makeup,,,
facebook,health beauty > beauty > skin care > night treatment,4,beauty,care | makeup,,,
facebook,health beauty > beauty > skin care > skin cleansing brush system,4,beauty,care | makeup,,,
facebook,health beauty > beauty > skin care > acne blemish treatment,4,beauty,care | makeup,,acne,
facebook,health beauty > beauty > skin care > cleanser toner,4,beauty,care | makeup,,cleanser,
facebook,health beauty > beauty > nail care > pumice stone,4,beauty,care | makeup,,,
facebook,health beauty > beauty > makeup > lip makeup > lip plumpers,5,beauty,care | makeup,lip | face | eye,plumpers,
facebook,health beauty > beauty > makeup > lip makeup > lip gloss,5,beauty,care | makeup,lip | face | eye,gloss | lipstick,
facebook,health beauty > beauty > makeup > lip makeup > lip liner,5,beauty,care | makeup,lip | face | eye,,
facebook,health beauty > beauty > makeup > lip makeup > lip stain,5,beauty,care | makeup,lip | face | eye,,
facebook,health beauty > beauty > makeup > lip makeup > lipstick,5,beauty,care | makeup,lip | face | eye,gloss | lipstick,
facebook,health beauty > beauty > makeup > makeup set kit,4,beauty,care | makeup,lip | face | eye,,
facebook,health beauty > beauty > makeup > face makeup > foundation,5,beauty,care | makeup,lip | face | eye,foundation,
facebook,health beauty > beauty > makeup > face makeup > face powder,5,beauty,care | makeup,lip | face | eye,powder,
facebook,health beauty > beauty > makeup > face makeup > blush,5,beauty,care | makeup,lip | face | eye,blush,
facebook,health beauty > beauty > makeup > face makeup > bronzers highlighter,5,beauty,care | makeup,lip | face | eye,bronzers,
facebook,health beauty > beauty > makeup > face makeup > face primer,5,beauty,care | makeup,lip | face | eye,,
facebook,health beauty > beauty > makeup > face makeup > concealers,5,beauty,care | makeup,lip | face | eye,concealers,
facebook,health beauty > beauty > makeup > face makeup > bb cc alphabet cream,5,beauty,care | makeup,lip | face | eye,alphabet,
facebook,health beauty > beauty > makeup > eye makeup > eyebrow product,5,beauty,care | makeup,lip | face | eye,eyebrow,
facebook,health beauty > beauty > makeup > eye makeup > eyeliner,5,beauty,care | makeup,lip | face | eye,eyeliner | shadow,
facebook,health beauty > beauty > makeup > eye makeup > mascara,5,beauty,care | makeup,lip | face | eye,mascara,
facebook,health beauty > beauty > makeup > eye makeup > eye shadow,5,beauty,care | makeup,lip | face | eye,eyeliner | shadow,
facebook,health beauty > beauty > makeup > eye makeup > false eyelash adhesive,5,beauty,care | makeup,lip | face | eye,false,
facebook,health beauty > beauty > makeup > eye makeup > eye primer,5,beauty,care | makeup,lip | face | eye,,
facebook,health beauty > beauty > hair care styling > roller curler,4,beauty,care | makeup,,,
facebook,health beauty > beauty > hair care styling > straightening curling iron,4,beauty,care | makeup,,straightening,
facebook,health beauty > beauty > hair care styling > styling product,4,beauty,care | makeup,,styling,
facebook,health beauty > beauty > hair care styling > hair oil protector,4,beauty,care | makeup,,,
facebook,health beauty > beauty > hair care styling > hair tie styling accessory,4,beauty,care | makeup,,,
facebook,health beauty > beauty > hair care styling > hair cutting scissors shear,4,beauty,care | makeup,,,
facebook,health beauty > beauty > hair care styling > hair dryer,4,beauty,care | makeup,,,
facebook,health beauty > beauty > hair care styling > brush comb,4,beauty,care | makeup,,,
facebook,health beauty > beauty > hair care styling > hair coloring dye,4,beauty,care | makeup,,,
facebook,health beauty > beauty > fragrance > men fragrance,4,beauty,care | makeup,,,
facebook,health beauty > beauty > fragrance > woman fragrance,4,beauty,care | makeup,,,
facebook,health beauty > beauty > fragrance > kid fragrance,4,beauty,care | makeup,,,
facebook,health beauty > beauty > bath body > bubble bath,4,beauty,care | makeup,bath,bubble,
facebook,health beauty > beauty > bath body > bath salt,4,beauty,care | makeup,bath,salt,
facebook,health beauty > beauty > bath body > body lotion moisturizers,4,beauty,care | makeup,bath,,
facebook,health beauty > beauty > bath body > body wash soap,4,beauty,care | makeup,bath,soap,
facebook,health beauty > beauty > bath body > sponge brush,4,beauty,care | makeup,bath,,
facebook,health beauty > beauty > bath body > scrub exfoliants,4,beauty,care | makeup,bath,,
facebook,health beauty > beauty > bath body > bath oil,4,beauty,care | makeup,bath,,
facebook,health beauty > beauty > bath body > bath bomb,4,beauty,care | makeup,bath,bomb,
facebook,jewelry watch > watch > kid watch,3,,watch,,,
facebook,jewelry watch > watch > men watch,3,,watch,,,
facebook,jewelry watch > watch > woman watch,3,,watch,,,
facebook,jewelry watch > jewelry > ring,3,,,,,
facebook,jewelry watch > jewelry > necklace,3,,,necklace,,
facebook,jewelry watch > jewelry > jewelry set,3,,,,,
facebook,jewelry watch > jewelry > lapel pin brooch,3,,,lapel,,
facebook,jewelry watch > jewelry > anklet,3,,,anklet,,
facebook,jewelry watch > jewelry > charm pendant,3,,,charm,,
facebook,jewelry watch > jewelry > earring,3,,,earring,,
facebook,jewelry watch > jewelry > body jewelry,3,,,,,
facebook,jewelry watch > jewelry > bracelet,3,,,bracelet,,
facebook,home > large appliance > range oven,3,,home | kitchen | dining | supply,range | oven | refrigerator | dishwasher | cooktops,,
facebook,home > large appliance > refrigerator freezer,3,,home | kitchen | dining | supply,range | oven | refrigerator | dishwasher | cooktops,,
facebook,home > large appliance > microwave oven,3,,home | kitchen | dining | supply,range | oven | refrigerator | dishwasher | cooktops,,
facebook,home > large appliance > dishwasher,3,,home | kitchen | dining | supply,range | oven | refrigerator | dishwasher | cooktops,,
facebook,home > bedding > comforter,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > mattress pad protector,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > duvet cover,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > blanket throw,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > bedspread quilt coverlet,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > bed skirt,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > bed sheet pillowcase,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > bedding set collection,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > bedding > bed pillow positioner,3,,home | kitchen | dining | supply,bed | comforter | mattress | duvet,,
facebook,home > home good > bath > towel bath linen,4,,home | kitchen | dining | supply,,towel,
facebook,clothing accessory > clothing accessory > woman accessory > belt,4,,,,,
facebook,clothing accessory > clothing accessory > woman accessory > glove mitten,4,,,,,
facebook,clothing accessory > clothing accessory > woman accessory > sunglass,4,,,,,
facebook,clothing accessory > clothing accessory > woman accessory > scarf wrap,4,,,,,
facebook,clothing accessory > clothing accessory > woman accessory > hat,4,,,,,
facebook,clothing accessory > clothing accessory > men accessory > tie,4,,,,tie | hat,
facebook,clothing accessory > clothing accessory > men accessory > belt,4,,,,belt | scarf,
facebook,clothing accessory > clothing accessory > men accessory > hat,4,,,,tie | hat,
facebook,clothing accessory > clothing accessory > men accessory > suspender,4,,,,suspender,
facebook,clothing accessory > clothing accessory > men accessory > sunglass,4,,,,,
facebook,clothing accessory > clothing accessory > men accessory > glove mitten,4,,,,,
facebook,clothing accessory > clothing accessory > men accessory > scarf,4,,,,belt | scarf,
facebook,clothing accessory > clothing accessory > girl accessory > hat,4,,,,,
facebook,clothing accessory > clothing accessory > girl accessory > glove mitten,4,,,,,
facebook,clothing accessory > clothing accessory > girl accessory > belt,4,,,,,
facebook,clothing accessory > clothing accessory > girl accessory > scarf,4,,,,,
facebook,clothing accessory > clothing accessory > girl accessory > sunglass,4,,,,,
facebook,clothing accessory > clothing accessory > boy accessory > tie,4,,,,tie | wallet | hat | scarf,
facebook,clothing accessory > clothing accessory > boy accessory > suspender,4,,,,,
facebook,clothing accessory > clothing accessory > boy accessory > wallet,4,,,,tie | wallet | hat | scarf,
facebook,clothing accessory > clothing accessory > boy accessory > glove mitten,4,,,,,
facebook,clothing accessory > clothing accessory > boy accessory > hat,4,,,,tie | wallet | hat | scarf,
facebook,clothing accessory > clothing accessory > boy accessory > scarf,4,,,,tie | wallet | hat | scarf,
facebook,clothing accessory > clothing accessory > boy accessory > belt,4,,,,tie | wallet | hat | scarf,
facebook,clothing accessory > clothing accessory > boy accessory > sunglass,4,,,,,
facebook,clothing accessory > shoe footwear > woman shoe > boot,4,,,,,
facebook,clothing accessory > shoe footwear > woman shoe > heel,4,,,,,
